SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
-4715.087   -802   -60.469  -63.882  -220.792  -1.910  -1.514  0.000  0.000  -277.379
-4715.087   -802   -60.469  -63.882  -220.792  -1.910  -1.514  0.000  0.000  -277.379
-4157.396   -764   -61.523  -64.869  -181.591  -1.536  -1.166  0.000  0.000  -284.717
-4157.396   -764   -61.523  -64.869  -181.591  -1.536  -1.166  0.000  0.000  -284.717
-3598.642   -731   -62.402  -65.828  -139.178  -1.143  -0.870  0.000  0.000  -288.399
-3598.642   -731   -62.402  -65.828  -139.178  -1.143  -0.870  0.000  0.000  -288.399
-3598.642   -731   -62.402  -65.828  -139.178  -1.143  -0.870  0.000  0.000  -288.399
-3070.722   -652   -63.281  -66.751  -110.186  -0.859  -0.548  0.000  0.000  -302.564
-3070.722   -652   -63.281  -66.751  -110.186  -0.859  -0.548  0.000  0.000  -302.564
-2523.309   -779   -64.687  -68.219  -62.138  -0.440  -0.209  0.000  0.000  -321.005
-2523.309   -779   -64.687  -68.219  -62.138  -0.440  -0.209  0.000  0.000  -321.005
-1977.921   -694   -65.566  -69.136  -19.663  -0.121  0.045  0.000  0.000  -327.901
-1977.921   -694   -65.566  -69.136  -19.663  -0.121  0.045  0.000  0.000  -327.901
-1478.615   -750   -66.621  -70.109  7.233  0.143  0.359  0.000  0.000  -329.476
-1478.615   -750   -66.621  -70.109  7.233  0.143  0.359  0.000  0.000  -329.476
-990.158   -813   -67.500  -71.033  42.128  0.467  0.599  0.000  0.000  -329.186
-990.158   -813   -67.500  -71.033  42.128  0.467  0.599  0.000  0.000  -329.186
-535.356   -810   -68.379  -71.982  68.033  0.751  0.956  0.000  0.000  -330.248
-535.356   -810   -68.379  -71.982  68.033  0.751  0.956  0.000  0.000  -330.248
-101.122   -859   -69.258  -72.962  94.985  1.012  1.206  0.000  0.000  -332.256
-101.122   -859   -69.258  -72.962  94.985  1.012  1.206  0.000  0.000  -332.256
328.971   -583   -70.137  -73.859  127.573  1.322  1.539  0.000  0.000  -331.969
328.971   -583   -70.137  -73.859  127.573  1.322  1.539  0.000  0.000  -331.969
749.663   -172   -71.016  -74.759  157.333  1.577  1.781  0.000  0.000  -328.212
749.663   -172   -71.016  -74.759  157.333  1.577  1.781  0.000  0.000  -328.212
1158.333    230   -71.719  -75.566  185.596  1.840  2.055  0.000  0.000  -319.346
1158.333    230   -71.719  -75.566  185.596  1.840  2.055  0.000  0.000  -319.346
1480.479    637   -72.598  -76.270  187.722  1.908  2.219  0.000  0.000  -306.264
1480.479    637   -72.598  -76.270  187.722  1.908  2.219  0.000  0.000  -306.264
1743.935   1051   -73.301  -76.849  196.574  2.092  2.513  0.000  0.000  -288.862
1743.935   1051   -73.301  -76.849  196.574  2.092  2.513  0.000  0.000  -288.862
1743.935   1051   -73.301  -76.849  196.574  2.092  2.513  0.000  0.000  -288.862
2012.901   1366   -73.828  -77.226  229.020  2.408  2.805  0.000  0.000  -273.098
2012.901   1366   -73.828  -77.226  229.020  2.408  2.805  0.000  0.000  -273.098
2275.805   1646   -74.355  -77.474  261.788  2.726  3.231  0.000  0.000  -252.013
2275.805   1646   -74.355  -77.474  261.788  2.726  3.231  0.000  0.000  -252.013
2575.242   1908   -74.531  -77.412  315.994  3.202  3.683  0.000  0.000  -221.890
2575.242   1908   -74.531  -77.412  315.994  3.202  3.683  0.000  0.000  -221.890
2923.887   2161   -74.531  -77.187  380.021  3.740  4.116  0.000  0.000  -181.786
2923.887   2161   -74.531  -77.187  380.021  3.740  4.116  0.000  0.000  -181.786
3339.311   2468   -74.180  -76.747  451.134  4.290  4.402  0.000  0.000  -133.134
3339.311   2468   -74.180  -76.747  451.134  4.290  4.402  0.000  0.000  -133.134
3748.629   2789   -73.652  -76.113  492.725  4.660  4.740  0.000  0.000  -78.878
3748.629   2789   -73.652  -76.113  492.725  4.660  4.740  0.000  0.000  -78.878
4186.399   1787   -72.773  -75.289  539.850  5.047  4.902  0.000  0.000  -20.343
4186.399   1787   -72.773  -75.289  539.850  5.047  4.902  0.000  0.000  -20.343
4616.489    908   -71.895  -74.324  571.256  5.400  5.388  0.000  0.000  40.237
4616.489    908   -71.895  -74.324  571.256  5.400  5.388  0.000  0.000  40.237
5018.142    527   -71.191  -73.384  592.373  5.720  5.955  0.000  0.000  99.656
5018.142    527   -71.191  -73.384  592.373  5.720  5.955  0.000  0.000  99.656
5569.680    454   -70.313  -72.364  684.834  6.411  6.184  0.000  0.000  155.964
6034.756    591   -69.785  -71.414  699.556  6.557  6.703  0.000  0.000  204.593
6429.961   1814   -66.797  -67.246  737.579  7.079  7.400  0.000  0.000  287.813
6864.516   2128   -66.270  -66.660  806.466  7.785  8.057  0.000  0.000  355.897
7323.061   2128   -66.270  -66.660  864.717  8.426  8.943  0.000  0.000  390.713
7918.039   2117   -65.918  -66.103  968.354  9.516  10.234  0.000  0.000  397.888
8571.404   2338   -65.391  -65.561  1042.928  10.220  11.103  0.000  0.000  385.627
9188.124   2508   -64.863  -65.033  1077.344  10.759  12.098  0.000  0.000  363.190
9188.124   2508   -64.863  -65.033  1077.344  10.759  12.098  0.000  0.000  363.190
10018.305   2710   -64.336  -64.518  1202.129  12.076  13.317  0.000  0.000  336.133
10018.305   2710   -64.336  -64.518  1202.129  12.076  13.317  0.000  0.000  336.133
10968.930   2734   -63.809  -64.006  1298.715  12.985  14.359  0.000  0.000  304.421
10968.930   2734   -63.809  -64.006  1298.715  12.985  14.359  0.000  0.000  304.421
12100.646   2786   -63.281  -63.415  1427.021  14.017  15.183  0.000  0.000  264.289
12100.646   2786   -63.281  -63.415  1427.021  14.017  15.183  0.000  0.000  264.289
13396.255   2702   -62.227  -62.637  1550.218  14.983  15.840  0.000  0.000  217.531
13396.255   2702   -62.227  -62.637  1550.218  14.983  15.840  0.000  0.000  217.531
14547.296   2583   -61.348  -61.891  1561.705  15.254  16.559  0.000  0.000  170.737
14547.296   2583   -61.348  -61.891  1561.705  15.254  16.559  0.000  0.000  170.737
15605.676   2361   -60.469  -61.107  1604.871  15.767  16.853  0.000  0.000  179.408
15605.676   2361   -60.469  -61.107  1604.871  15.767  16.853  0.000  0.000  179.408
16598.500   2147   -59.590  -60.308  1657.185  16.156  16.898  0.000  0.000  204.798
16598.500   2147   -59.590  -60.308  1657.185  16.156  16.898  0.000  0.000  204.798
17386.688   1995   -58.711  -59.472  1647.443  15.926  16.755  0.000  0.000  223.842
17386.688   1995   -58.711  -59.472  1647.443  15.926  16.755  0.000  0.000  223.842
18026.381   1819   -57.656  -58.607  1642.258  15.727  16.336  0.000  0.000  234.903
18026.381   1819   -57.656  -58.607  1642.258  15.727  16.336  0.000  0.000  234.903
18458.596   1624   -56.777  -57.747  1603.011  15.304  15.786  0.000  0.000  240.484
18458.596   1624   -56.777  -57.747  1603.011  15.304  15.786  0.000  0.000  240.484
18458.596   1624   -56.777  -57.747  1603.011  15.304  15.786  0.000  0.000  240.484
18707.076   1506   -56.074  -56.872  1564.911  14.919  15.258  0.000  0.000  247.340
18707.076   1506   -56.074  -56.872  1564.911  14.919  15.258  0.000  0.000  247.340
18857.973   1426   -54.844  -55.584  1553.075  14.656  14.560  0.000  0.000  264.839
18857.973   1426   -54.844  -55.584  1553.075  14.656  14.560  0.000  0.000  264.839
18792.535   1464   -53.965  -54.671  1489.360  13.990  13.984  0.000  0.000  284.753
18792.535   1464   -53.965  -54.671  1489.360  13.990  13.984  0.000  0.000  284.753
18614.521   1486   -53.262  -53.829  1455.617  13.653  13.599  0.000  0.000  297.778
18614.521   1486   -53.262  -53.829  1455.617  13.653  13.599  0.000  0.000  297.778
18398.799   1505   -52.383  -52.945  1435.696  13.507  13.432  0.000  0.000  301.192
18398.799   1505   -52.383  -52.945  1435.696  13.507  13.432  0.000  0.000  301.192
18175.373   1495   -51.504  -52.085  1420.434  13.347  13.250  0.000  0.000  300.718
18175.373   1495   -51.504  -52.085  1420.434  13.347  13.250  0.000  0.000  300.718
17975.457   1553   -50.625  -51.180  1416.007  13.269  13.160  0.000  0.000  300.930
17975.457   1553   -50.625  -51.180  1416.007  13.269  13.160  0.000  0.000  300.930
17736.697   1499   -49.922  -50.340  1390.640  13.079  13.107  0.000  0.000  301.655
17736.697   1499   -49.922  -50.340  1390.640  13.079  13.107  0.000  0.000  301.655
17394.717   1408   -48.867  -49.449  1330.146  12.693  13.077  0.000  0.000  302.072
17394.717   1408   -48.867  -49.449  1330.146  12.693  13.077  0.000  0.000  302.072
16924.170   1392   -47.988  -48.565  1245.972  12.200  13.032  0.000  0.000  299.836
16924.170   1392   -47.988  -48.565  1245.972  12.200  13.032  0.000  0.000  299.836
16422.389   1360   -46.934  -47.678  1183.041  11.798  12.862  0.000  0.000  293.922
16422.389   1360   -46.934  -47.678  1183.041  11.798  12.862  0.000  0.000  293.922
16052.313   1236   -46.055  -46.753  1187.979  11.760  12.714  0.000  0.000  286.848
16052.313   1236   -46.055  -46.753  1187.979  11.760  12.714  0.000  0.000  286.848
16052.313   1236   -46.055  -46.753  1187.979  11.760  12.714  0.000  0.000  286.848
15719.829   1105   -45.000  -45.866  1163.369  11.350  12.295  0.000  0.000  286.500
15719.829   1105   -45.000  -45.866  1163.369  11.350  12.295  0.000  0.000  286.500
15257.439    896   -43.594  -44.448  1077.357  10.590  11.778  0.000  0.000  296.455
15257.439    896   -43.594  -44.448  1077.357  10.590  11.778  0.000  0.000  296.455
14640.649    791   -42.539  -43.523  971.304  9.820  11.176  0.000  0.000  306.596
14640.649    791   -42.539  -43.523  971.304  9.820  11.176  0.000  0.000  306.596
13916.201    782   -41.484  -42.574  870.720  9.065  10.486  0.000  0.000  314.116
13916.201    782   -41.484  -42.574  870.720  9.065  10.486  0.000  0.000  314.116
13187.504    702   -40.605  -41.626  806.278  8.478  9.902  0.000  0.000  318.082
13187.504    702   -40.605  -41.626  806.278  8.478  9.902  0.000  0.000  318.082
12558.811    628   -39.551  -40.660  784.322  8.019  9.205  0.000  0.000  320.751
12558.811    628   -39.551  -40.660  784.322  8.019  9.205  0.000  0.000  320.751
11923.527    567   -38.672  -39.687  736.007  7.358  8.515  0.000  0.000  323.169
11923.527    567   -38.672  -39.687  736.007  7.358  8.515  0.000  0.000  323.169
11172.132    503   -37.617  -38.685  640.768  6.517  7.764  0.000  0.000  326.423
11172.132    503   -37.617  -38.685  640.768  6.517  7.764  0.000  0.000  326.423
10337.938    518   -36.738  -37.718  552.975  5.887  7.091  0.000  0.000  328.371
10337.938    518   -36.738  -37.718  552.975  5.887  7.091  0.000  0.000  328.371
9465.198    493   -35.684  -36.711  472.140  5.255  6.556  0.000  0.000  327.523
9465.198    493   -35.684  -36.711  472.140  5.255  6.556  0.000  0.000  327.523
8641.778    499   -34.805  -35.754  427.310  4.733  5.928  0.000  0.000  323.540
8641.778    499   -34.805  -35.754  427.310  4.733  5.928  0.000  0.000  323.540
7817.694    461   -33.750  -34.768  361.931  4.034  5.384  0.000  0.000  317.456
6972.026    417   -32.871  -33.778  292.144  3.398  4.862  0.000  0.000  318.210
6127.689    330   -28.125  -29.053  226.822  2.875  4.357  0.000  0.000  371.586
5282.808    357   -27.598  -28.364  161.789  2.323  3.778  0.000  0.000  421.090
4443.812    324   -26.895  -27.676  97.566  1.749  3.285  0.000  0.000  451.170
3599.582    324   -26.895  -27.676  26.661  1.117  2.832  0.000  0.000  449.032
2805.860    317   -26.191  -26.987  -21.767  0.647  2.308  0.000  0.000  430.240
2060.234    329   -25.488  -26.302  -68.923  0.203  1.891  0.000  0.000  406.348
1326.558    329   -25.488  -26.302  -126.260  -0.195  1.776  0.000  0.000  372.603
774.049    335   -24.961  -25.614  -110.418  -0.183  1.382  0.000  0.000  335.264
208.329    348   -24.258  -24.928  -160.442  -0.611  1.298  0.000  0.000  288.487
-206.591    344   -23.555  -24.243  -147.259  -0.574  0.957  0.000  0.000  230.261
-629.827    344   -23.555  -24.243  -186.603  -0.880  0.899  0.000  0.000  159.176
-930.711    306   -23.027  -23.562  -170.182  -0.827  0.574  0.000  0.000  148.844
-930.711    306   -23.027  -23.562  -170.182  -0.827  0.574  0.000  0.000  148.844
-1215.293   -328   -22.324  -22.897  -186.083  -1.048  0.352  0.000  0.000  160.047
-1215.293   -328   -22.324  -22.897  -186.083  -1.048  0.352  0.000  0.000  160.047
-1441.261   -781   -21.621  -22.169  -183.022  -1.067  0.197  0.000  0.000  178.531
-1441.261   -781   -21.621  -22.169  -183.022  -1.067  0.197  0.000  0.000  178.531
-1580.712  -1114   -20.742  -21.393  -167.649  -1.075  -0.090  0.000  0.000  185.412
-1580.712  -1114   -20.742  -21.393  -167.649  -1.075  -0.090  0.000  0.000  185.412
-1693.242  -1354   -20.039  -20.733  -172.113  -1.239  -0.420  0.000  0.000  187.042
-1693.242  -1354   -20.039  -20.733  -172.113  -1.239  -0.420  0.000  0.000  187.042
-1808.122  -1496   -19.512  -20.270  -189.031  -1.453  -0.817  0.000  0.000  188.757
-1808.122  -1496   -19.512  -20.270  -189.031  -1.453  -0.817  0.000  0.000  188.757
-1886.069  -1609   -19.160  -19.934  -189.829  -1.584  -1.229  0.000  0.000  185.576
-1886.069  -1609   -19.160  -19.934  -189.829  -1.584  -1.229  0.000  0.000  185.576
-1963.319  -1718   -18.984  -19.774  -198.257  -1.773  -1.641  0.000  0.000  183.163
-1963.319  -1718   -18.984  -19.774  -198.257  -1.773  -1.641  0.000  0.000  183.163
-2041.772  -1806   -18.809  -19.774  -210.697  -1.968  -1.901  0.000  0.000  175.811
-2041.772  -1806   -18.809  -19.774  -210.697  -1.968  -1.901  0.000  0.000  175.811
-2170.121  -1869   -18.984  -19.939  -242.349  -2.196  -1.990  0.000  0.000  156.455
-2170.121  -1869   -18.984  -19.939  -242.349  -2.196  -1.990  0.000  0.000  156.455
-2170.121  -1869   -18.984  -19.939  -242.349  -2.196  -1.990  0.000  0.000  156.455
-2270.858  -1947   -19.160  -20.246  -249.662  -2.223  -1.997  0.000  0.000  119.122
-2278.809  -2102   -19.863  -21.013  -224.311  -2.006  -1.876  0.000  0.000  69.565
-2225.209  -2250   -20.391  -21.494  -199.627  -1.884  -1.855  0.000  0.000  18.508
-2225.209  -2250   -20.391  -21.494  -199.627  -1.884  -1.855  0.000  0.000  18.508
-2102.274  -1979   -20.742  -22.053  -168.499  -1.739  -1.935  0.000  0.000  -29.690
-2102.274  -1979   -20.742  -22.053  -168.499  -1.739  -1.935  0.000  0.000  -29.690
-2027.026  -1376   -20.918  -22.670  -189.321  -1.991  -2.242  0.000  0.000  -72.189
-2027.026  -1376   -20.918  -22.670  -189.321  -1.991  -2.242  0.000  0.000  -72.189
-1962.180   -948   -21.270  -23.554  -209.018  -2.100  -2.438  0.000  0.000  -112.335
-1962.180   -948   -21.270  -23.554  -209.018  -2.100  -2.438  0.000  0.000  -112.335
-1673.844   -906   -21.797  -24.490  -137.545  -1.938  -3.523  0.000  0.000  -152.402
-1673.844   -906   -21.797  -24.490  -137.545  -1.938  -3.523  0.000  0.000  -152.402
-1440.588  -1240   -22.500  -25.399  -155.919  -2.752  -5.121  0.000  0.000  -189.438
-1440.588  -1240   -22.500  -25.399  -155.919  -2.752  -5.121  0.000  0.000  -189.438
-1128.942  -1428   -22.852  -26.334  -127.007  -3.169  -6.936  0.000  0.000  -220.683
-1128.942  -1428   -22.852  -26.334  -127.007  -3.169  -6.936  0.000  0.000  -220.683
-1308.008  -1504   -23.203  -27.158  -327.153  -4.587  -7.084  0.000  0.000  -242.789
-1308.008  -1504   -23.203  -27.158  -327.153  -4.587  -7.084  0.000  0.000  -242.789
-1993.784  -1189   -23.730  -27.975  -568.987  -6.084  -7.627  0.000  0.000  -256.678
-1993.784  -1189   -23.730  -27.975  -568.987  -6.084  -7.627  0.000  0.000  -256.678
-2467.394  -1336   -24.258  -28.702  -551.080  -6.765  -10.798  0.000  0.000  -263.367
-2467.394  -1336   -24.258  -28.702  -551.080  -6.765  -10.798  0.000  0.000  -263.367
-2482.771  -1937   -24.785  -29.375  -405.555  -6.794  -12.927  0.000  0.000  -269.191
-2482.771  -1937   -24.785  -29.375  -405.555  -6.794  -12.927  0.000  0.000  -269.191
-2781.072  -2426   -25.488  -30.035  -508.717  -7.689  -12.141  0.000  0.000  -270.490
-2832.477  -2477   -26.191  -30.683  -405.006  -7.221  -13.530  0.000  0.000  -265.662
-3318.022  -2717   -26.719  -31.130  -557.235  -7.874  -12.707  0.000  0.000  -251.696
-3564.800  -2785   -26.719  -31.597  -485.549  -7.395  -13.803  0.000  0.000  -233.727
-3564.800  -2785   -26.719  -31.597  -485.549  -7.395  -13.803  0.000  0.000  -233.727
-4113.101  -2810   -27.773  -32.089  -601.213  -8.707  -14.923  0.000  0.000  -216.228
-4113.101  -2810   -27.773  -32.089  -601.213  -8.707  -14.923  0.000  0.000  -216.228
-4757.218  -2803   -28.301  -32.606  -656.290  -9.414  -15.637  0.000  0.000  -201.654
-5523.376  -2479   -29.004  -33.194  -731.990  -10.030  -15.848  0.000  0.000  -191.896
-6620.722  -1964   -33.047  -37.215  -911.801  -11.120  -15.890  0.000  0.000  -231.826
-7783.077  -1867   -33.574  -37.803  -1020.581  -11.589  -15.741  0.000  0.000  -274.378
-8904.010  -1966   -34.102  -38.377  -1099.751  -12.075  -15.504  0.000  0.000  -306.236
-9905.997  -1966   -34.102  -38.377  -1147.621  -12.293  -15.221  0.000  0.000  -315.494
-10648.989  -1931   -34.629  -38.954  -1127.623  -12.113  -14.796  0.000  0.000  -313.820
-11367.087  -1926   -35.156  -39.537  -1180.764  -12.180  -13.978  0.000  0.000  -309.102
-12003.227  -1926   -35.156  -39.537  -1208.050  -11.993  -13.111  0.000  0.000  -293.882
-12285.378  -1929   -36.211  -40.697  -1132.008  -11.022  -12.131  0.000  0.000  -280.251
-12129.723  -1992   -37.441  -42.061  -987.647  -9.833  -11.105  0.000  0.000  -266.669
-11542.027  -1959   -37.969  -42.631  -806.209  -8.539  -10.172  0.000  0.000  -237.469
-10799.832  -2096   -38.496  -43.197  -697.074  -7.732  -9.553  0.000  0.000  -195.783
-10165.785  -2096   -38.496  -43.197  -678.767  -7.262  -8.716  0.000  0.000  -191.617
-9449.480  -2085   -39.023  -43.764  -592.322  -6.296  -8.186  0.000  0.000  -199.608
-8804.681  -2193   -39.375  -44.327  -568.616  -5.914  -7.373  0.000  0.000  -209.848
-8804.681  -2193   -39.375  -44.327  -568.616  -5.914  -7.373  0.000  0.000  -209.848
-7979.244  -2278   -39.902  -44.882  -445.978  -4.999  -6.752  0.000  0.000  -207.081
-7979.244  -2278   -39.902  -44.882  -445.978  -4.999  -6.752  0.000  0.000  -207.081
-7184.291  -2360   -40.254  -45.428  -396.723  -4.601  -5.889  0.000  0.000  -196.928
-7184.291  -2360   -40.254  -45.428  -396.723  -4.601  -5.889  0.000  0.000  -196.928
-6476.248  -2468   -40.957  -46.120  -367.614  -4.162  -5.189  0.000  0.000  -186.404
-6476.248  -2468   -40.957  -46.120  -367.614  -4.162  -5.189  0.000  0.000  -186.404
-5847.866  -2621   -41.484  -46.890  -345.359  -3.797  -4.871  0.000  0.000  -173.464
-5847.866  -2621   -41.484  -46.890  -345.359  -3.797  -4.871  0.000  0.000  -173.464
-5389.839  -2603   -42.188  -47.663  -366.392  -3.699  -4.353  0.000  0.000  -174.522
-5389.839  -2603   -42.188  -47.663  -366.392  -3.699  -4.353  0.000  0.000  -174.522
-5016.157  -2696   -42.715  -48.458  -373.047  -3.605  -3.972  0.000  0.000  -192.080
-5016.157  -2696   -42.715  -48.458  -373.047  -3.605  -3.972  0.000  0.000  -192.080
-4867.185  -2810   -43.242  -49.223  -446.392  -4.074  -3.715  0.000  0.000  -209.982
-4867.185  -2810   -43.242  -49.223  -446.392  -4.074  -3.715  0.000  0.000  -209.982
-4929.294  -2839   -43.770  -49.975  -532.175  -4.500  -3.464  0.000  0.000  -226.611
-4929.294  -2839   -43.770  -49.975  -532.175  -4.500  -3.464  0.000  0.000  -226.611
-5041.625  -2851   -44.297  -50.691  -565.656  -4.615  -3.314  0.000  0.000  -232.436
-5041.625  -2851   -44.297  -50.691  -565.656  -4.615  -3.314  0.000  0.000  -232.436
-5166.476  -2860   -44.648  -51.408  -589.406  -4.728  -3.185  0.000  0.000  -235.764
-5166.476  -2860   -44.648  -51.408  -589.406  -4.728  -3.185  0.000  0.000  -235.764
-5262.225  -2866   -45.176  -52.032  -595.119  -4.755  -2.977  0.000  0.000  -237.894
-5262.225  -2866   -45.176  -52.032  -595.119  -4.755  -2.977  0.000  0.000  -237.894
-5250.381  -2872   -45.527  -52.607  -565.757  -4.561  -2.955  0.000  0.000  -238.487
-5250.381  -2872   -45.527  -52.607  -565.757  -4.561  -2.955  0.000  0.000  -238.487
-5201.084  -2868   -45.879  -53.084  -554.469  -4.424  -2.743  0.000  0.000  -234.069
-5201.084  -2868   -45.879  -53.084  -554.469  -4.424  -2.743  0.000  0.000  -234.069
-5191.330  -2872   -46.230  -53.490  -563.810  -4.393  -2.577  0.000  0.000  -222.714
-5131.810  -2881   -46.582  -53.817  -534.339  -4.126  -2.577  0.000  0.000  -205.924
-5123.969  -2893   -46.758  -53.987  -536.702  -4.153  -2.420  0.000  0.000  -185.252
-5071.579  -2869   -46.934  -54.103  -501.999  -3.901  -2.329  0.000  0.000  -162.653
-5071.579  -2869   -46.934  -54.103  -501.999  -3.901  -2.329  0.000  0.000  -162.653
-5067.989  -2879   -47.109  -54.175  -500.514  -3.900  -2.225  0.000  0.000  -139.264
-5067.989  -2879   -47.109  -54.175  -500.514  -3.900  -2.225  0.000  0.000  -139.264
-5112.350  -2864   -47.285  -54.206  -500.792  -3.822  -2.009  0.000  0.000  -114.728
-5112.350  -2864   -47.285  -54.206  -500.792  -3.822  -2.009  0.000  0.000  -114.728
-5098.910  -2857   -47.285  -54.207  -463.740  -3.419  -1.651  0.000  0.000  -89.681
-5098.910  -2857   -47.285  -54.207  -463.740  -3.419  -1.651  0.000  0.000  -89.681
-5021.641  -2835   -47.461  -54.208  -421.140  -2.991  -1.136  0.000  0.000  -66.355
-5021.641  -2835   -47.461  -54.208  -421.140  -2.991  -1.136  0.000  0.000  -66.355
-4883.652  -2825   -47.637  -54.208  -373.925  -2.514  -0.486  0.000  0.000  -46.142
-4883.652  -2825   -47.637  -54.208  -373.925  -2.514  -0.486  0.000  0.000  -46.142
-4637.912  -2832   -47.637  -54.208  -309.647  -1.891  0.175  0.000  0.000  -30.187
-4637.912  -2832   -47.637  -54.208  -309.647  -1.891  0.175  0.000  0.000  -30.187
-4244.052  -2833   -47.637  -54.208  -225.734  -1.151  0.742  0.000  0.000  -18.235
-4244.052  -2833   -47.637  -54.208  -225.734  -1.151  0.742  0.000  0.000  -18.235
-3675.095  -2831   -47.637  -54.209  -122.868  -0.524  0.697  0.000  0.000  -10.005
-3235.845  -2832   -47.637  -54.209  -132.629  -0.492  1.169  0.000  0.000  -5.096
-2740.362  -2833   -47.812  -54.209  -74.330  0.114  1.534  0.000  0.000  -2.011
-2166.221  -2834   -47.812  -54.209  -4.358  0.643  1.800  0.000  0.000  -0.370
-1537.219  -2763   -47.812  -54.209  61.435  1.077  2.035  0.000  0.000  0.182
-910.110  -2323   -47.812  -54.206  108.431  1.393  2.275  0.000  0.000  0.193
-381.254  -2323   -47.812  -54.206  113.378  1.464  2.421  0.000  0.000  0.119
-0.981  -1284   -47.812  -54.200  91.880  1.388  2.393  0.000  0.000  0.165
209.661   -580   -47.812  -54.196  53.258  1.165  2.268  0.000  0.000  0.306
303.489   -580   -47.812  -54.196  22.553  0.919  2.110  0.000  0.000  0.452
303.489   -580   -47.812  -54.196  22.553  0.919  2.110  0.000  0.000  0.452
347.305    192   -47.812  -54.190  8.473  0.710  1.981  0.000  0.000  0.619
401.384    302   -47.812  -54.184  13.335  0.667  1.814  0.000  0.000  0.757
467.339    302   -47.812  -54.184  18.519  0.657  1.738  0.000  0.000  0.858
467.339    302   -47.812  -54.184  18.519  0.657  1.738  0.000  0.000  0.858
539.227    366   -47.812  -54.179  25.869  0.683  1.608  0.000  0.000  1.000
539.227    366   -47.812  -54.179  25.869  0.683  1.608  0.000  0.000  1.000
617.826    449   -47.812  -54.169  35.564  0.733  1.477  0.000  0.000  1.215
617.826    449   -47.812  -54.169  35.564  0.733  1.477  0.000  0.000  1.215
716.049    524   -47.812  -54.152  51.719  0.826  1.408  0.000  0.000  1.556
716.049    524   -47.812  -54.152  51.719  0.826  1.408  0.000  0.000  1.556
716.049    524   -47.812  -54.152  51.719  0.826  1.408  0.000  0.000  1.556
865.724    592   -47.812  -54.119  82.211  1.013  1.409  0.000  0.000  2.229
1077.665    701   -47.812  -54.010  122.849  1.213  1.323  0.000  0.000  4.197
1223.185    810   -47.812  -53.938  116.664  1.140  1.355  0.000  0.000  6.934
1223.185    810   -47.812  -53.938  116.664  1.140  1.355  0.000  0.000  6.934
1359.006    995   -47.812  -53.848  129.734  1.330  1.507  0.000  0.000  10.307
1359.006    995   -47.812  -53.848  129.734  1.330  1.507  0.000  0.000  10.307
1472.242   1139   -47.812  -53.728  138.339  1.479  1.741  0.000  0.000  14.316
1472.242   1139   -47.812  -53.728  138.339  1.479  1.741  0.000  0.000  14.316
1588.593   1293   -47.637  -53.505  154.349  1.679  2.061  0.000  0.000  20.160
1588.593   1293   -47.637  -53.505  154.349  1.679  2.061  0.000  0.000  20.160
1718.806   1410   -47.461  -53.179  176.072  1.857  2.256  0.000  0.000  29.012
1718.806   1410   -47.461  -53.179  176.072  1.857  2.256  0.000  0.000  29.012
1840.407   1530   -47.285  -52.746  192.806  2.025  2.513  0.000  0.000  41.556
1840.407   1530   -47.285  -52.746  192.806  2.025  2.513  0.000  0.000  41.556
1907.087   1641   -46.934  -52.191  190.631  2.188  3.034  0.000  0.000  58.287
1907.087   1641   -46.934  -52.191  190.631  2.188  3.034  0.000  0.000  58.287
1942.314   1755   -46.406  -51.502  192.632  2.457  3.661  0.000  0.000  79.437
1942.314   1755   -46.406  -51.502  192.632  2.457  3.661  0.000  0.000  79.437
1994.312   1612   -45.879  -50.664  213.745  2.843  4.346  0.000  0.000  105.196
1994.312   1612   -45.879  -50.664  213.745  2.843  4.346  0.000  0.000  105.196
2103.549    786   -45.176  -49.703  252.093  3.339  5.199  0.000  0.000  135.424
2103.549    786   -45.176  -49.703  252.093  3.339  5.199  0.000  0.000  135.424
2358.304    376   -44.297  -48.716  327.986  4.081  6.020  0.000  0.000  169.245
2358.304    376   -44.297  -48.716  327.986  4.081  6.020  0.000  0.000  169.245
2358.304    376   -44.297  -48.716  327.986  4.081  6.020  0.000  0.000  169.245
2757.750    202   -43.418  -47.698  412.894  4.863  6.869  0.000  0.000  203.944
2757.750    202   -43.418  -47.698  412.894  4.863  6.869  0.000  0.000  203.944
3313.180     53   -42.012  -46.133  512.419  5.721  7.538  0.000  0.000  244.141
3313.180     53   -42.012  -46.133  512.419  5.721  7.538  0.000  0.000  244.141
4015.311     41   -40.957  -45.109  614.665  6.537  7.999  0.000  0.000  280.181
4015.311     41   -40.957  -45.109  614.665  6.537  7.999  0.000  0.000  280.181
4684.741     20   -39.902  -44.067  649.125  6.854  8.361  0.000  0.000  309.478
4684.741     20   -39.902  -44.067  649.125  6.854  8.361  0.000  0.000  309.478
5212.274     26   -39.023  -42.985  637.662  6.944  8.739  0.000  0.000  331.738
5212.274     26   -39.023  -42.985  637.662  6.944  8.739  0.000  0.000  331.738
5716.872     16   -37.969  -41.940  661.748  7.277  9.040  0.000  0.000  346.921
5716.872     16   -37.969  -41.940  661.748  7.277  9.040  0.000  0.000  346.921
